source_name,destination_name,r_agent,r_carac,r_causatif,r_conseq,r_has_part,r_holo,r_instr,r_isa,r_lieu,r_patient
bock,brasserie,0,0,0,0,0,0,0,0,1,0
Hippocrate,docteur,0,0,0,0,0,0,0,1,0,0
météo,prédiction,0,0,0,0,0,0,0,1,0,0
perdre,face,0,0,0,0,0,0,0,0,0,1
détailler,explication,0,0,0,0,0,0,0,0,0,1
satan,bras,0,0,0,0,1,0,0,0,0,0
AVC,veuve,0,0,0,1,0,0,0,0,0,0
plier,t-shirt,0,0,0,0,0,0,0,0,0,1
panne,chêne,0,1,0,0,0,0,0,0,0,0
roche,sédimentaire,0,1,0,0,0,0,0,0,0,0
gain,bourse,0,0,1,0,0,0,0,0,1,0
ordinateur,carte,0,0,0,0,1,0,0,0,0,0
ciment,béton,0,0,0,0,0,0,0,1,0,0
Thann,Alsace,0,0,0,0,0,1,0,0,1,0
fourchette,piquer,0,0,0,0,0,0,0,0,0,0
bain,lieu,0,0,0,0,0,0,0,1,0,0
roupie,devise,0,0,0,0,0,0,0,1,0,0
oxygène,cellule,0,0,0,0,0,0,0,0,1,0
aider,soeur,1,0,0,0,0,0,0,0,0,0
cheveux,dompteur,0,0,0,0,0,1,0,0,0,0
copulation,amoureuse,0,1,0,0,0,0,0,0,0,0
Eve,chordé,0,0,0,0,0,0,0,1,0,0
enquêter,personne,1,0,0,0,0,0,0,0,0,0
régente,individu,0,0,0,0,0,0,0,1,0,0
meuble,chambre,0,0,0,0,0,0,0,0,1,0
abricot,abricotier,0,0,0,0,0,1,0,0,1,0
Elvis,personne,0,0,0,0,0,0,0,1,0,0
sac,transporter,0,0,0,0,0,0,0,0,0,0
maquiller,cil,0,0,0,0,0,0,0,0,0,1
Vanuatu,pays,0,0,0,0,0,0,0,1,0,0
Edmond,humain,0,0,0,0,0,0,0,1,0,0
calzone,pizzeria,0,0,0,0,0,0,0,0,1,0
gourde,équipement,0,0,0,0,0,1,0,0,0,0
moreau,couleur,0,0,0,0,0,0,0,1,0,0
girofle,branches,0,0,0,0,1,0,0,0,0,0
truite,poissonnier,0,0,0,0,0,0,0,0,1,0
campeur,vacancier,0,1,0,0,0,0,0,0,0,0
grossir,tumeur,1,0,0,0,0,0,0,0,0,0
puce,invertébré,0,0,0,0,0,0,0,1,0,0
pape,célibataire,0,1,0,0,0,0,0,0,0,0
abondance,table,0,0,0,0,0,0,0,0,1,0
nouvelle,journal,0,0,0,0,0,1,0,0,1,0
baleineau,cordé,0,0,0,0,0,0,0,1,0,0
surin,poignard,0,0,0,0,0,0,0,1,0,0
Orne,fleuve,0,0,0,0,0,0,0,1,0,0
sardine,piquet,0,0,0,0,0,0,0,1,0,0
Rutènes,peuple,0,0,0,0,0,0,0,1,0,0
argile,roche,0,0,0,0,0,0,0,1,0,0
Obélix,personne,0,0,0,0,0,0,0,1,0,0
Ésope,yeux,0,0,0,0,1,0,0,0,0,0
rez-de-chaussée,étage,0,0,0,0,0,0,0,1,0,0
gare,passagers,0,0,0,0,1,0,0,0,0,0
bombe,voiture,0,0,0,0,0,0,0,0,1,0
éthanol,réservoir,0,0,0,0,0,0,0,0,1,0
nombre,compte,0,0,0,0,0,0,0,0,1,0
ail,incorporé,0,1,0,0,0,0,0,0,0,0
jupette,tiroir,0,0,0,0,0,0,0,0,1,0
gras,graisse,0,0,0,1,1,0,0,0,0,0
rougir,soleil,0,0,0,0,0,0,0,0,0,1
Baader,oeuvre,0,0,0,0,0,0,0,1,0,0
bouche,désapprobateur,0,0,0,0,0,1,0,0,0,0
montagne,haute,0,1,0,0,0,0,0,0,0,0
étages,immeuble,0,0,0,0,0,1,0,0,0,0
bateau,barre,0,0,0,0,1,0,0,0,0,0
chanter,opéra,0,0,0,1,0,0,0,0,0,1
bulle,atomes,0,0,0,0,1,0,0,0,0,0
colibri,organe,0,0,0,0,1,0,0,0,0,0
abeille,jaune,0,1,0,0,0,0,0,0,0,0
sperme,liquide,0,1,0,0,1,0,0,1,0,0
muscle,chien-loup,0,0,0,0,0,1,0,0,0,0
violoniste,jeune,0,1,0,0,0,0,0,0,0,0
tester,appareil,0,0,0,0,0,0,1,0,0,0
remerciement,discret,0,1,0,0,0,0,0,0,0,0
cheveux,Miranda,0,0,0,0,0,1,0,0,0,0
batiment,urbanisme,0,0,0,0,0,1,0,0,0,0
mains,naissance,0,0,1,0,0,0,0,0,0,0
bleu,armée,0,0,0,0,0,1,0,0,0,0
foire,lieu,0,0,0,0,0,0,0,1,0,0
secrétaire,patron,0,0,0,0,0,1,0,0,0,0
médicament,sédatif,0,1,0,0,0,0,0,0,0,0
droit,justice,0,0,1,0,0,1,0,0,1,0
sandale,homme,0,0,0,0,0,1,0,0,0,0
Enée,prénom,0,0,0,0,0,0,0,1,0,0
Fernand,personne,0,0,0,0,0,0,0,1,0,0
téléphoner,urgence,0,0,1,0,0,0,0,0,0,0
bêcher,homme,1,0,0,0,0,0,0,0,0,0
diptères,cadavre,0,0,0,0,0,0,0,0,1,0
tronçonneuse,carburateur,0,0,0,0,1,0,0,0,0,0
incendie,dévastateur,0,1,0,0,0,0,0,0,0,0
képi,chapeau,0,0,0,0,0,0,0,1,0,0
améliorer,main,0,0,0,0,0,0,1,0,0,0
femme,jeune,0,1,0,0,0,0,0,0,0,0
passagers,autocar,0,0,0,0,0,1,0,0,0,0
Jupiter,être,0,0,0,0,0,0,0,1,0,0
tank,chenilles,0,0,0,0,1,0,0,0,0,0
gazon,desséché,0,1,0,0,0,0,0,0,0,0
Mathématiques,algèbre,0,0,0,0,1,0,0,0,0,0
frigidaire,ouvert,0,1,0,0,0,0,0,0,0,0
insecte,yeux,0,0,0,0,1,0,0,0,0,0
otarie,pattes,0,0,0,0,1,0,0,0,0,0
lire,revue,0,0,0,0,0,0,0,0,0,1
dépayser,homme,0,0,0,0,0,0,0,0,0,1
Mammifères,mamelles,0,0,0,0,1,0,0,0,0,0
nouveau-né,FIV,0,0,1,0,0,0,0,0,0,0
Claude,empereur,0,0,0,0,0,0,0,1,0,0
yeux,macula,0,0,0,0,1,0,0,0,0,0
charcuter,canif,0,0,0,0,0,0,1,0,0,0
cheveux,polissonne,0,0,0,0,0,1,0,0,0,0
labourer,terre,0,0,0,0,0,0,0,0,0,1
merdre,juron,0,0,0,0,0,0,0,1,0,0
griffer,chaton,1,0,0,0,0,0,0,0,0,0
fenêtre,grande,0,1,0,0,0,0,0,0,0,0
portée,mi,0,0,0,0,1,0,0,0,0,0
dents,nombreuses,0,1,0,0,0,0,0,0,0,0
botte,semelle,0,0,0,0,1,0,0,0,0,0
corbeau,diapside,0,0,0,0,0,0,0,1,0,0
pépin,reproduire,0,0,0,0,0,0,0,0,0,0
ADN,Cham,0,0,0,0,0,0,0,0,1,0
aiguillat,cordé,0,0,0,0,0,0,0,1,0,0
vertèbre,sarcelle,0,0,0,0,0,1,0,0,0,0
tondre,créancier,0,0,0,0,0,0,0,0,0,1
pierre,route,0,0,0,0,0,0,0,0,1,0
histologie,Science,0,0,0,0,0,0,0,1,0,0
hussard,humain,0,0,0,0,0,0,0,1,0,0
léopard,hétérotrophe,0,1,0,0,0,0,0,0,0,0
sculpteur,individu,0,0,0,0,0,0,0,1,0,0
pagode,étage,0,0,0,0,1,0,0,0,0,0
aile,coq,0,0,0,0,0,1,0,0,0,0
marcher,enfant,1,0,0,0,0,0,0,0,0,0
relier,reliure,1,0,0,0,0,0,1,0,0,0
Hérault,Montpellier,0,0,0,0,1,0,0,0,0,0
Cannes,commune,0,0,0,0,0,0,0,1,0,0
ressemelage,payant,0,1,0,0,0,0,0,0,0,0
beauté,femme,0,0,0,0,0,1,0,0,1,0
juguler,garçon,1,0,0,0,0,0,0,0,0,0
Balasko,individu,0,0,0,0,0,0,0,1,0,0
bohème,jambe,0,0,0,0,1,0,0,0,0,0
opticien,personne,0,0,0,0,0,0,0,1,0,0
trou,profond,0,1,0,0,0,0,0,0,0,0
casserole,blanchir,0,0,0,0,0,0,0,0,0,0
boulanger,cuisson,0,0,0,1,0,0,0,0,0,0
jaguar,cordé,0,0,0,0,0,0,0,1,0,0
dévoiler,tableau,0,0,0,0,0,0,0,0,0,1
esquimau,penderie,0,0,0,0,0,0,0,0,1,0
femme,mariage,0,0,1,0,0,1,0,0,0,0
plumer,oie,0,0,0,0,0,0,0,0,0,1
infarctus,incurable,0,1,0,0,0,0,0,0,0,0
hangar,lieu,0,0,0,0,0,0,0,1,0,0
quatre,dénombrement,0,0,1,0,0,0,0,0,0,0
pudding,cuisine,0,0,0,0,0,0,0,0,1,0
Quasimodo,oeuvre,0,0,0,0,0,0,0,1,0,0
entrevoir,homme,1,0,0,0,0,0,0,0,0,1
foire,manifestation,0,0,0,0,0,1,0,0,0,0
cheveux,Natacha,0,0,0,0,0,1,0,0,0,0
plumes,oiseau,0,0,0,0,0,1,0,0,0,0
répandre,tuyau,0,0,0,0,0,0,1,0,0,0
coronaropathie,entraîner,0,0,0,0,0,0,0,0,0,0
péroné,humain,0,0,0,0,0,1,0,0,0,0
Londres,Royaume-Uni,0,0,0,0,0,0,0,0,1,0
Prosper,être,0,0,0,0,0,0,0,1,0,0
glisser,patin,1,0,0,0,0,0,0,0,0,0
Gizeh,pyramide,0,0,0,0,0,0,0,1,0,0
nylon,objet,0,0,0,0,0,1,0,0,0,0
digestion,intestin,0,0,0,0,0,0,0,0,1,0
danger,panique,0,0,0,1,0,0,0,0,0,0
galactosémie,rare,0,1,0,0,0,0,0,0,0,0
argus,chordé,0,0,0,0,0,0,0,1,0,0
amorcer,geste,0,0,0,0,0,0,0,0,0,1
lacet,chaussure,0,0,0,0,0,1,0,0,0,0
infarctus,mort,0,0,0,1,0,0,0,0,0,0
simien,zoo,0,0,0,0,0,0,0,0,1,0
balle,but,0,0,0,1,0,0,0,0,0,0
stockfish,eau,0,0,0,0,0,0,0,0,1,0
rotule,jambes,0,0,0,0,0,1,0,0,0,0
amande,apéro,0,0,0,0,0,0,0,0,1,0
gommer,trait,0,0,0,0,0,0,0,0,0,1
ankylostome,invertébré,0,0,0,0,0,0,0,1,0,0
planter,homme,1,0,0,0,0,0,0,0,0,0
hypermarché,département,0,0,0,0,0,1,0,0,0,0
lapin,albinos,0,1,0,0,0,0,0,0,0,0
constater,expert,1,0,0,0,0,0,0,0,0,0
langue,frein,0,0,0,0,1,0,0,0,0,0
fauve,asile,0,0,0,0,0,0,0,0,1,0
réparer,dépanneur,1,0,0,0,0,0,0,0,0,0
Phèdre,tragique,0,1,0,0,0,0,0,0,0,0
tilleul,couleur,0,0,0,0,0,0,0,1,0,0
glace,regarder,0,0,0,1,0,0,0,0,0,0
port,bite,0,0,0,0,1,0,0,0,0,0
bus,gare,0,0,0,0,0,1,0,0,0,0
vertèbre,lusitanien,0,0,0,0,0,1,0,0,0,0
veste,manche,0,0,0,0,1,0,0,0,0,0
divorce,bureau,0,0,0,0,0,0,0,0,1,0
marche,profondeur,0,0,0,0,1,0,0,0,0,0
panne,agacement,0,0,0,1,0,0,0,0,0,0
pétrolier,bateau,0,0,0,0,0,0,0,1,0,0
trogne,plante,0,0,0,0,0,0,0,1,0,0
héliport,montagne,0,0,0,0,0,0,0,0,1,0
Nicée,cité,0,0,0,0,0,0,0,1,0,0
poète,célèbre,0,1,0,0,0,0,0,0,0,0
riz,germination,0,0,1,0,0,0,0,0,0,0
RAM,circuit,0,0,0,0,1,0,0,0,0,0
rayer,crayon,0,0,0,0,0,0,1,0,0,0
pitre,homme,0,0,0,0,0,0,0,1,0,0
horloge,clé,0,0,0,0,1,0,0,0,0,0
siffler,bombe,0,0,0,0,0,0,0,0,0,1
Gambie,fleuve,0,0,0,0,0,0,0,1,0,0
mat,peinture,0,0,0,0,0,1,0,0,0,0
épargnant,individu,0,0,0,0,0,0,0,1,0,0
carreau,fenêtre,0,0,0,0,0,1,0,0,0,0
obliger,recommander,0,0,0,0,0,0,1,0,0,0
moulin,rivière,0,0,0,0,0,1,0,0,1,0
prétendant,possessif,0,1,0,0,0,0,0,0,0,0
Yahvé,fiable,0,1,0,0,0,0,0,0,0,0
aorte,valve,0,0,0,0,1,0,0,0,0,0
vaisselle,contemporaine,0,1,0,0,0,0,0,0,0,0
Praia,ville,0,0,0,0,0,0,0,1,0,0
radeau,petit,0,1,0,0,0,0,0,0,0,0
Racine,personne,0,0,0,0,0,0,0,1,0,0
chanson,célèbre,0,1,0,0,0,0,0,0,0,0
connexion,ordinateur,0,0,0,0,0,0,0,0,1,0
opération,décès,0,0,0,1,0,0,0,0,0,0
dormir,nuit,1,0,0,0,0,0,0,0,0,0
horloge,pendule,0,0,0,0,1,0,0,0,0,0
dressoir,mobilier,0,0,0,0,0,0,0,1,0,0
bruant,tétrapode,0,0,0,0,0,0,0,1,0,0
Jack,roman,0,0,0,0,0,0,0,1,0,0
chien,queue,0,0,0,0,1,0,0,0,0,0
chorégraphe,gay,0,1,0,0,0,0,0,0,0,0
saccharomyces,adn,0,0,0,0,1,0,0,0,0,0
caresser,homme,0,0,0,0,0,0,0,0,0,1
yahvé,bon,0,1,0,0,0,0,0,0,0,0
papetier,individu,0,0,0,0,0,0,0,1,0,0
genièvre,alcool,0,0,0,0,0,0,0,1,0,0
roue,avion,0,0,0,0,0,1,0,0,0,0
noter,crayon,0,0,0,0,0,0,1,0,0,0
lesbianisme,homosexualité,0,0,0,0,0,0,0,1,0,0
poireaux,légumes,0,0,0,0,0,1,0,1,0,0
habitation,village,0,0,0,0,0,1,0,0,1,0
boulanger,pétrin,0,0,0,1,0,0,1,0,0,0
bois,buisson,0,0,0,0,1,0,0,0,0,0
famille,nièce,0,0,0,0,1,0,0,0,0,0
odeur,iodée,0,1,0,0,0,0,0,0,0,0
brancardier,tétrapode,0,0,0,0,0,0,0,1,0,0
freiner,camion,1,0,0,0,0,0,0,0,0,0
aï,métazoaire,0,0,0,0,0,0,0,1,0,0
tête,humain,0,0,0,0,0,1,0,1,0,0
vendredi,long,0,1,0,0,0,0,0,0,0,0
coeur,bipède,0,0,0,0,0,1,0,0,0,0
miauler,félidé,1,0,0,0,0,0,0,0,0,0
Félix,homme,0,0,0,0,0,0,0,1,0,0
tronçonneuse,chaîne,0,0,0,0,1,0,0,0,0,0
Bergerac,magasin,0,0,0,0,1,0,0,0,0,0
insecte,arbre,0,0,0,0,0,0,0,0,1,0
envouter,mage,1,0,0,0,0,0,0,0,0,0
hitlérien,antisémite,0,0,0,0,0,0,0,1,0,0
plaisir,bordel,0,0,0,0,0,0,0,0,1,0
fièvre,vacciner,0,0,1,0,0,0,0,0,0,0
Micronésie,Océanie,0,0,0,0,0,1,0,0,1,0
Pagnol,homme,0,0,0,0,0,0,0,1,0,0
ténia,ADN,0,0,0,0,1,0,0,0,0,0
arabe,jambe,0,0,0,0,1,0,0,0,0,0
oiseau,être,0,0,0,0,0,0,0,1,0,0
poacée,végétal,0,0,0,0,0,0,0,1,0,0
surveillance,mirador,0,0,0,0,1,0,0,0,0,0
contracter,type,1,0,0,0,0,0,0,0,0,0
caniche,maison,0,0,0,0,0,0,0,0,1,0
esquissé,dessiné,0,0,0,0,0,0,0,1,0,0
odorat,développé,0,1,0,0,0,0,0,0,0,0
crash,traumatisme,0,0,0,1,0,0,0,0,0,0
scandinave,nord,0,0,0,0,0,1,0,0,0,0
Sébastopol,lieu,0,0,0,0,0,0,0,1,0,0
aider,cane,1,0,0,0,0,0,0,0,0,0
escalader,homme,1,0,0,0,0,0,0,0,0,1
divorcer,rancune,0,0,0,1,0,0,0,0,0,0
flanelle,tissu,0,0,0,0,0,0,0,1,0,0
maitresse,personne,0,0,0,0,0,0,0,1,0,0
procès,défense,0,0,0,0,1,0,0,0,0,0
retriever,amniote,0,0,0,0,0,0,0,1,0,0
Argos,cordé,0,0,0,0,0,0,0,1,0,0
sel,gemme,0,1,0,0,0,0,0,0,0,0
souris,campagne,0,0,0,0,0,0,0,0,1,0
chaussette,personne,0,0,0,0,0,0,0,0,1,0
labo,ville,0,0,0,0,0,0,0,0,1,0
provoquer,exhibition,0,0,0,0,0,0,1,0,0,0
moteur,avion,0,0,0,0,0,1,0,0,1,0
crisper,main,0,0,0,0,0,0,0,0,0,1
thermicien,individu,0,0,0,0,0,0,0,1,0,0
image,plaisante,0,1,0,0,0,0,0,0,0,0
gangrène,nécrose,0,0,0,0,0,0,0,1,0,0
Dupleix,port,0,0,0,0,0,0,0,0,1,0
ostéoblaste,cytoplasme,0,0,0,0,1,0,0,0,0,0
plaisir,succès,0,0,1,0,0,0,0,0,0,0
éléphantiasis,AEG,0,0,0,0,0,0,0,1,0,0
doigt,visage,0,0,0,0,0,0,0,0,1,0
vacances,fin,0,0,0,0,1,0,0,0,0,0
Meurthe,rivière,0,0,0,0,0,0,0,1,0,0
pistil,angiosperme,0,0,0,0,0,1,0,0,0,0
chatouiller,mère,1,0,0,0,0,0,0,0,0,0
femme,pied,0,0,0,0,1,0,0,0,0,0
Peau-Rouge,rouge,0,1,0,0,0,0,0,0,0,0
vote,isoloir,0,0,0,0,0,1,0,0,1,0
os,homme,0,0,0,0,0,1,0,0,1,0
crème,parfumerie,0,0,0,0,0,0,0,0,1,0
pot,vieux,0,1,0,0,0,0,0,0,0,0
muscle,caracal,0,0,0,0,0,1,0,0,0,0
col,étroit,0,1,0,0,0,0,0,0,0,0
révolver,fumant,0,1,0,0,0,0,0,0,0,0
sans-papiers,personne,0,0,0,0,0,0,0,1,0,0
champ,défoncer,0,0,0,1,0,0,0,0,0,0
plat,restaurant,0,0,0,0,0,1,0,0,1,0
avion,usine,0,0,0,0,0,0,0,0,1,0
avant-centre,sportif,0,0,0,0,0,0,0,1,0,0
brie,assiette,0,0,0,0,0,0,0,0,1,0
nourriture,gâté,0,1,0,0,0,0,0,0,0,0
mains,phylogenèse,0,0,1,0,0,0,0,0,0,0
épices,colorer,0,0,0,0,0,0,0,0,0,0
gentil,ami,0,0,0,0,0,0,0,0,1,0
schwannome,cerveau,0,0,0,0,0,0,0,0,1,0
éléphant,tétrapode,0,0,0,0,0,0,0,1,0,0
cuisine,propre,0,1,0,0,0,0,0,0,0,0
crocheter,crochet,0,0,0,0,0,0,1,0,0,0
mousqueton,arme,0,0,0,0,0,0,0,1,0,0
Pennac,humain,0,0,0,0,0,0,0,1,0,0
costume,pantalon,0,0,0,0,1,0,0,1,0,0
platane,route,0,0,0,0,0,0,0,0,1,0
lectrice,amphi,0,0,0,0,0,0,0,0,1,0
arrêt,obligé,0,1,0,0,0,0,0,0,0,0
Exeter,Royaume-Uni,0,0,0,0,0,0,0,0,1,0
renoncule,eucaryote,0,0,0,0,0,0,0,1,0,0
branchie,artériole,0,0,0,0,1,0,0,0,0,0
sang,crâne,0,0,0,0,0,0,0,0,1,0
bateau-mouche,véhicule,0,0,0,0,0,0,0,1,0,0
organiser,personne,1,0,0,0,0,0,0,0,0,0
canicule,caniculaire,0,0,0,1,0,0,0,0,0,0
odeur,divine,0,1,0,0,0,0,0,0,0,0
Touraine,femme,0,0,0,0,0,0,0,1,0,0
charge,camion,0,0,0,0,0,1,0,0,0,0
fortification,pont-levis,0,0,0,0,1,0,0,0,0,0
bâton,bois,0,0,0,0,1,0,0,0,0,0
castor,petit,0,1,0,0,0,0,0,0,0,0
Ève,roman,0,0,0,0,0,0,0,1,0,0
viol,IVG,0,0,0,1,0,0,0,0,0,0
carrosserie,voiture,0,0,0,0,0,1,0,0,0,0
lionne,bilatérien,0,0,0,0,0,0,0,1,0,0
tumeur,grosseur,0,0,0,0,0,0,0,1,0,0
pottok,poney,0,0,0,0,0,0,0,1,0,0
rivaliser,audace,0,0,0,0,0,0,1,0,0,0
usine,pollution,0,0,0,1,0,0,0,0,0,0
harle,chordé,0,0,0,0,0,0,0,1,0,0
ficeler,viande,0,0,0,0,0,0,0,0,0,1
capucin,euthérien,0,0,0,0,0,0,0,1,0,0
viande,surgelée,0,1,0,0,0,0,0,0,0,0
grève,changement,0,0,0,1,0,0,0,0,0,0
veiller,malade,0,0,0,0,0,0,0,0,0,1
Sabrina,film,0,0,0,0,0,0,0,1,0,0
ladre,homme,0,0,0,0,0,0,0,1,0,0
fabricant,métier,0,0,0,0,0,0,0,1,0,0
nettoyer,couvert,0,0,0,0,0,0,0,0,0,1
droit,institution,0,0,1,0,0,0,0,0,0,0
erreur,calcul,0,0,0,0,0,1,0,0,1,0
mairie,ancienne,0,1,0,0,0,0,0,0,0,0
sagouin,chordé,0,0,0,0,0,0,0,1,0,0
montrer,objet,0,0,0,0,0,0,0,0,0,1
mortadelle,goûteuse,0,1,0,0,0,0,0,0,0,0
steak,épais,0,1,0,0,0,0,0,0,0,0
Fresnes,Loir-et-Cher,0,0,0,0,0,1,0,0,1,0
alose,métazoaire,0,0,0,0,0,0,0,1,0,0
vieille,sale,0,1,0,0,0,0,0,0,0,0
énerver,bruit,1,0,0,0,0,0,0,0,0,0
ovale,terrain,0,0,0,0,0,0,0,0,1,0
yoghourt,nourriture,0,0,0,0,0,0,0,1,0,0
Kubrick,producteur,0,0,0,0,0,0,0,1,0,0
squale,queue,0,0,0,0,1,0,0,0,0,0
soldat,abri,0,0,0,0,0,0,0,0,1,0
sarcoïdose,dermatose,0,0,0,0,0,0,0,1,0,0
islandais,tétrapode,0,0,0,0,0,0,0,1,0,0
Torah,livre,0,0,0,0,1,0,0,0,0,0
passereau,vertébré,0,0,0,0,0,0,0,1,0,0
danse,entraînement,0,0,1,0,0,0,0,0,0,0
anglais,Londres,0,0,0,0,0,0,0,0,1,0
pixel,ordinateur,0,0,0,0,0,1,0,0,0,0
fennec,organes,0,0,0,0,1,0,0,0,0,0
taire,femme,1,0,0,0,0,0,0,0,0,0
sanglier,vertébré,0,0,0,0,0,0,0,1,0,0
nuage,lieu,0,0,0,0,0,0,0,1,0,0
maquiller,acteur,1,0,0,0,0,0,0,0,0,1
voleur,criminel,0,0,0,0,0,0,0,1,0,0
policier,dangereux,0,1,0,0,0,0,0,0,0,0
aiguille,pointue,0,1,0,0,0,0,0,0,0,0
jambes,jambe,0,0,0,0,1,0,0,0,0,0
Rennes,Bretagne,0,0,0,0,0,0,0,0,1,0
tromper,cliente,0,0,0,0,0,0,0,0,0,1
lusitanien,eucaryote,0,0,0,0,0,0,0,1,0,0
couler,tempête,0,0,0,0,0,0,1,0,0,0
indigestion,dégueuler,0,0,0,1,0,0,0,0,0,0
livre,pilon,0,0,0,0,0,0,0,0,1,0
hurler,homme,1,0,0,0,0,0,0,0,0,0
licenciement,mentir,0,0,1,0,0,0,0,0,0,0
indigestion,nausées,0,0,0,1,0,0,0,0,0,0
gaillard,personne,0,0,0,0,0,0,0,1,0,0
cachette,noire,0,1,0,0,0,0,0,0,0,0
simien,cage,0,0,0,0,0,0,0,0,1,0
khôl,eye-liner,0,0,0,0,0,0,0,1,0,0
dico,collège,0,0,0,0,0,0,0,0,1,0
échassier,cordé,0,0,0,0,0,0,0,1,0,0
buller,reposer,0,0,0,1,0,0,0,0,0,0
vocalise,voix,0,0,0,0,0,0,0,1,0,0
poumons,acheminer,0,0,0,0,0,0,0,0,0,0
botte,vêtement,0,0,0,0,0,0,0,1,0,0
habitation,département,0,0,0,0,0,1,0,0,1,0
propane,hydrocarbure,0,0,0,0,0,0,0,1,0,0
sauce,assaisonnement,0,0,0,0,0,0,0,1,0,0
brigand,chaparder,0,0,0,0,0,0,0,0,0,0
organe,fonction,0,0,1,0,0,0,0,0,0,0
soja,féculent,0,0,0,0,0,0,0,1,0,0
miel,casserole,0,0,0,0,0,0,0,0,1,0
adolescent,yeux,0,0,0,0,1,0,0,0,0,0
cordonnerie,endroit,0,0,0,0,0,0,0,1,0,0
airbus,avion,0,0,0,0,0,0,0,1,0,0
féliciter,instituteur,1,0,0,0,0,0,0,0,0,0
gaullisme,doctrine,0,0,0,0,0,0,0,1,0,0
saxophoniste,instrumentiste,0,0,0,0,0,0,0,1,0,0
chrysalide,terre,0,0,0,0,0,0,0,0,1,0
Calvados,France,0,0,0,0,0,1,0,0,1,0
camion-benne,camion,0,0,0,0,0,0,0,1,0,0
tour,blanche,0,1,0,0,0,0,0,0,0,0
anglophobe,personne,0,0,0,0,0,0,0,1,0,0
ramasser,doigt,0,0,0,0,0,0,1,0,0,0
second,dernier,0,0,1,0,0,0,0,0,0,0
heure,bonne,0,1,0,0,0,0,0,0,0,0
introverti,oeil,0,0,0,0,1,0,0,0,0,0
nom,prénom,0,0,0,1,0,0,0,0,0,0
car,volant,0,0,0,0,1,0,0,0,0,0
monture,métazoaire,0,0,0,0,0,0,0,1,0,0
Charenton-le-Pont,Île-de-France,0,0,0,0,0,1,0,0,1,0
autoroute,large,0,1,0,0,0,0,0,0,0,0
journal,information,0,0,1,1,0,0,0,1,0,0
boîte,quantité,0,0,0,0,0,0,0,1,0,0
narcotique,droguer,0,0,0,1,0,0,0,0,0,0
crayon,atelier,0,0,0,0,0,0,0,0,1,0
eczéma,affection,0,0,0,0,0,0,0,1,0,0
froid,geler,0,0,0,1,0,0,0,0,0,0
oronge,légume,0,0,0,0,0,0,0,1,0,0
patient,examen,0,0,0,0,0,0,0,0,0,0
pale,avion,0,0,0,0,0,1,0,0,0,0
épaule,clavicule,0,0,0,0,1,0,0,0,0,0
médiastin,squelette,0,0,0,0,0,0,0,0,1,0
labo,clinique,0,0,0,0,0,0,0,0,1,0
larsen,parasite,0,0,0,0,0,0,0,1,0,0
poussin,pré,0,0,0,0,0,0,0,0,1,0
courses,magasiner,0,0,0,0,0,0,0,0,0,0
clown,spectacle,0,0,1,0,0,1,0,0,0,0
bovidé,Europe,0,0,0,0,0,0,0,0,1,0
calmer,chanson,0,0,1,0,0,0,0,0,0,0
chanteuse,disque,0,0,0,0,0,0,0,0,1,0
ravine,ornière,0,0,0,0,0,1,0,0,0,0
territorial,sexe,0,0,0,0,1,0,0,0,0,0
dracunculose,parasitose,0,0,0,0,0,0,0,1,0,0
dire,lettre,0,0,0,0,0,0,1,0,0,0
gardénia,racine,0,0,0,0,1,0,0,0,0,0
gueulard,amniote,0,0,0,0,0,0,0,1,0,0
couverture,épaisse,0,1,0,0,0,0,0,0,0,0
Loing,rivière,0,0,0,0,0,0,0,1,0,0
connu,télévision,0,0,0,0,0,0,0,0,1,0
eau,verre,0,0,0,0,0,1,0,0,1,0
Tulle,Corrèze,0,0,0,0,0,0,0,0,1,0
pizza,saumon,0,0,0,0,1,0,0,0,0,0
salon,grand,0,1,0,0,0,0,0,0,0,0
souhaiter,lettre,0,0,0,0,0,0,1,0,0,0
arthrose,inflammation,0,0,0,0,0,0,0,1,0,0
velux,vitre,0,0,0,0,1,0,0,0,0,0
fesses,Romane,0,0,0,0,0,1,0,0,0,0
volcan,Italie,0,0,0,0,0,0,0,0,1,0
marquer,essai,0,0,0,0,0,0,0,0,0,1
souhaiter,bonheur,0,0,0,0,0,0,0,0,0,1
penis,gland,0,0,0,0,1,0,0,0,0,0
cours,exposé,0,0,0,0,1,0,0,0,0,0
cultiver,jardinier,1,0,0,0,0,0,0,0,0,0
vigne,feuille,0,0,0,0,0,0,0,1,0,0
mulet,sabot,0,0,0,0,1,0,0,0,0,0
plante,balcon,0,0,0,0,0,0,0,0,1,0
Egypte,pays,0,0,0,0,0,0,0,1,0,0
papaver,vivant,0,1,0,0,0,0,0,0,0,0
veiller,surveillance,0,0,0,1,0,0,0,0,0,0
joueur,équipe,0,0,0,0,0,1,0,0,0,0
infirmier,université,0,0,0,0,0,0,0,0,1,0
noix,noyer,0,0,0,0,0,0,0,0,1,0
chauve-souris,tête,0,0,0,0,1,0,0,0,0,0
pierre,caillou,0,0,0,0,0,0,0,1,0,0
cou,glotte,0,0,0,0,1,0,0,0,0,0
Ross,humain,0,0,0,0,0,0,0,1,0,0
poivron,pizza,0,0,0,0,0,1,0,0,1,0
